tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1584,09:36.7,36:00.9,442,Hyde Park Ave at Walk Hill St,42.29606705,-71.116012,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,4587,Subscriber,1967,1
894,40:48.2,55:43.0,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,144,Rogers St & Land Blvd,42.36575798,-71.07699394,2340,Subscriber,1994,1
973,58:05.4,14:18.4,57,Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2910,Subscriber,1994,1
606,46:45.0,56:51.4,149,175 N Harvard St,42.363796,-71.129164,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,4526,Subscriber,1992,1
428,49:27.9,56:36.7,426,Surface Rd at Summer St,42.3529457,-71.05656401,420,Charles St at Pinckney St,42.3587253,-71.07079532,3780,Subscriber,1989,1
487,24:03.2,32:11.1,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,2122,Subscriber,1962,2
1243,54:57.7,15:41.6,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,3907,Subscriber,2002,1
894,07:30.2,22:24.4,61,Boylston St at Fairfield St,42.348762,-71.082383,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4890,Subscriber,1990,2
1045,16:48.0,34:14.0,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,5560,Subscriber,1969,1
490,18:16.5,26:27.3,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,5306,Subscriber,1968,2
1791,28:51.5,58:42.8,54,Tremont St at West St,42.354979,-71.063348,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,2629,Customer,1993,1
406,30:56.4,37:42.9,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,2486,Subscriber,1997,1
742,22:10.9,34:33.7,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,144,Rogers St & Land Blvd,42.36575798,-71.07699394,5160,Customer,1986,1
681,13:48.3,25:09.9,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3076,Subscriber,1987,1
200,46:55.8,50:16.1,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,5877,Subscriber,1998,1
564,26:06.8,35:31.5,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,3081,Subscriber,1995,1
1589,52:37.4,19:07.2,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,23,Boston City Hall - 28 State St,42.35892,-71.057629,4878,Subscriber,1970,1
953,32:23.0,48:16.1,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,3646,Subscriber,1993,1
1173,49:23.8,08:57.0,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,227,Silber Way,42.349496,-71.10057592,3092,Subscriber,1994,1
409,13:59.5,20:48.6,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,4100,Subscriber,1983,1
459,13:08.6,20:48.2,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,5376,Subscriber,1974,1
604,39:43.9,49:48.3,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,2806,Subscriber,1994,1
153,39:10.0,41:44.0,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,2681,Subscriber,1991,1
1428,09:31.7,33:20.3,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2486,Subscriber,1989,2
522,18:02.0,26:44.2,369,Boston Public Market,42.36254854,-71.05737358,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4349,Subscriber,1964,1
424,36:18.7,43:23.2,189,Kendall T,42.36242784,-71.08495474,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,4957,Subscriber,1990,1
508,58:36.2,07:04.2,225,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,189,Kendall T,42.36242784,-71.08495474,2753,Subscriber,1989,1
647,25:44.2,36:32.0,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,51,Washington St at Lenox St,42.33509899,-71.07903779,3978,Subscriber,1991,2
937,35:26.0,51:03.7,94,Main St at Austin St,42.375603,-71.064608,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,3842,Subscriber,1983,1
709,06:59.9,18:49.5,66,Allston Green District - Griggs St at Commonwealth Ave,42.34922469,-71.13275303,446,700 Commonwealth Ave.,42.34960945,-71.10391524,3533,Subscriber,1994,0
562,38:09.6,47:32.6,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,342,Boylston St at Jersey St,42.34465063,-71.09732501,3594,Customer,1969,0
673,43:49.9,55:03.3,161,W Broadway at D St,42.3391085,-71.0514432,365,Harrison Ave at Bennet St,42.3494261,-71.0620996,2817,Subscriber,1980,1
529,05:34.4,14:24.2,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,135,ID Building East,42.344827,-71.028664,4840,Subscriber,1985,1
1033,06:36.3,23:49.7,420,Charles St at Pinckney St,42.3587253,-71.07079532,94,Main St at Austin St,42.375603,-71.064608,2804,Subscriber,1965,2
383,00:20.5,06:44.1,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,3686,Subscriber,1994,1
479,26:38.3,34:38.1,234,Broadway at Central St,42.3951715,-71.09850592,328,Grove St at Community Path,42.39638681,-71.12011306,2613,Subscriber,1988,1
503,04:07.1,12:31.0,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,5316,Subscriber,1995,2
241,40:32.7,44:34.2,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,61,Boylston St at Fairfield St,42.348762,-71.082383,3351,Subscriber,1994,1
1033,34:15.5,51:29.5,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4163,Subscriber,1995,2
3117,38:03.1,30:00.5,49,Stuart St at Charles St,42.351146,-71.066289,49,Stuart St at Charles St,42.351146,-71.066289,5379,Customer,1969,0
720,07:45.1,19:45.4,156,Somerville Hospital,42.39678589,-71.10237297,112,Clarendon Hill at Broadway,42.406302,-71.132446,4152,Subscriber,1985,1
230,21:54.3,25:45.3,179,MIT Vassar St,42.35560121,-71.10394478,177,University Park,42.36264779,-71.10006094,5718,Subscriber,1997,1
565,57:25.6,06:51.5,380,Mass Ave at Albany St,42.36135838,-71.09670274,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,1114,Subscriber,1992,2
265,43:55.9,48:21.5,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,139,Dana Park,42.36178044,-71.10809952,2413,Subscriber,1994,1
559,43:26.9,52:46.7,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,4093,Subscriber,1992,2
1045,09:42.4,27:07.7,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,233,St Mary's,42.34619708,-71.10728681,5934,Subscriber,1987,1
352,54:52.4,00:45.4,399,Shawmut Ave at Oak St W,42.34854543,-71.06559185,59,Chinatown Gate Plaza,42.351356,-71.059367,5629,Subscriber,1983,1
702,31:06.1,42:48.7,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,233,St Mary's,42.34619708,-71.10728681,2243,Subscriber,1995,1
508,51:52.6,00:20.8,377,Perry Park,42.37927325,-71.10341903,318,Ames St at Broadway,42.3636929,-71.0875672,3413,Subscriber,1994,1
246,39:43.6,43:49.6,227,Silber Way,42.349496,-71.10057592,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,6121,Subscriber,1989,2
26320,49:05.7,07:46.7,404,Mass Ave T Station,42.34135616,-71.08336953,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,4344,Customer,1969,0
376,30:42.0,36:58.9,50,Boylston St at Berkeley St,42.35114198,-71.07329249,23,Boston City Hall - 28 State St,42.35892,-71.057629,4827,Subscriber,1990,1
606,05:56.2,16:02.7,94,Main St at Austin St,42.375603,-71.064608,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2749,Subscriber,1997,2
354,51:10.3,57:04.9,159,S Huntington Ave at Heath St,42.32760387,-71.1108917,125,Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,5936,Subscriber,1990,1
1348,27:09.2,49:37.8,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,4002,Customer,1995,1
735,38:05.6,50:21.0,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,3261,Subscriber,1994,1
154,15:42.2,18:17.1,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,100,Davis Square,42.396969,-71.123024,4419,Subscriber,1967,2
259,41:24.6,45:44.0,107,Ames St at Main St,42.3625,-71.08822,107,Ames St at Main St,42.3625,-71.08822,428,Subscriber,1988,1
299,48:45.4,53:44.7,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,99,Wilson Square,42.38567579,-71.11412136,3211,Subscriber,1994,1
556,43:23.7,52:40.0,161,W Broadway at D St,42.3391085,-71.0514432,48,Post Office Square,42.35585436,-71.05459746,3777,Subscriber,1993,1
246,15:17.6,19:24.5,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2353,Subscriber,1964,1
3264,44:34.6,38:58.9,163,The Lawn on D,42.344792,-71.044024,163,The Lawn on D,42.344792,-71.044024,4942,Customer,1969,0
1202,01:35.3,21:38.1,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,3780,Customer,1969,0
1049,30:32.8,48:02.2,121,W Broadway at Dorchester St,42.33595898,-71.046229,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,3805,Subscriber,1982,2
1103,15:09.3,33:33.0,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,135,ID Building East,42.344827,-71.028664,5305,Customer,1980,1
386,29:05.7,35:32.5,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,5006,Subscriber,2000,1
245,21:18.6,25:24.5,107,Ames St at Main St,42.3625,-71.08822,380,Mass Ave at Albany St,42.36135838,-71.09670274,3525,Subscriber,1990,2
3630,21:03.5,21:34.2,50,Boylston St at Berkeley St,42.35114198,-71.07329249,415,Stuart St at Berkeley St,42.34954403,-71.07242074,3232,Customer,1991,2
3697,08:21.7,09:59.2,78,Union Square - Somerville,42.37967148,-71.0954931,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,4728,Customer,1969,0
378,20:53.3,27:12.0,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,3396,Subscriber,1988,2
491,32:21.7,40:33.3,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,179,MIT Vassar St,42.35560121,-71.10394478,5331,Subscriber,1985,2
575,33:01.3,42:36.9,99,Wilson Square,42.38567579,-71.11412136,181,Huron Ave At Vassal Lane,42.38165061,-71.13426981,5362,Customer,1993,1
640,04:05.8,14:46.3,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,179,MIT Vassar St,42.35560121,-71.10394478,3568,Subscriber,2000,1
923,06:30.2,21:54.2,416,Blossom St at Charles St,42.36435589,-71.06959369,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,4758,Subscriber,1989,2
1256,08:43.9,29:40.3,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,98,Warren St at Chelsea St,42.371848,-71.060292,3704,Customer,1990,2
917,36:06.9,51:24.1,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,35,Arch St at Franklin St,42.35533502,-71.05822917,6072,Subscriber,1964,1
816,33:30.4,47:06.8,380,Mass Ave at Albany St,42.36135838,-71.09670274,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,5273,Subscriber,1988,1
1129,48:23.3,07:12.8,376,Honan Library,42.3602737,-71.12852452,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5182,Subscriber,1998,1
190,40:03.2,43:13.4,328,Grove St at Community Path,42.39638681,-71.12011306,239,Community Path at Cedar Street,42.39407224,-71.11133695,5768,Customer,1979,1
1446,51:52.8,15:59.7,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,3715,Subscriber,1987,1
1906,56:09.1,27:55.8,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,6074,Subscriber,1992,1
1099,17:19.1,35:38.6,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,2903,Subscriber,1995,2
563,51:18.2,00:41.5,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,4036,Subscriber,1988,2
1336,36:33.4,58:50.1,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,4995,Subscriber,1992,1
172,15:28.6,18:20.6,369,Boston Public Market,42.36254854,-71.05737358,151,Surface Rd at India St,42.358155,-71.052163,4771,Subscriber,1992,1
545,43:07.4,52:13.3,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,4955,Subscriber,1997,2
257,30:31.6,34:49.4,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,179,MIT Vassar St,42.35560121,-71.10394478,3888,Subscriber,1997,1
1447,25:55.3,50:02.6,239,Community Path at Cedar Street,42.39407224,-71.11133695,141,Kendall Street,42.36356016,-71.08216792,2250,Subscriber,1978,2
684,49:21.8,00:45.9,51,Washington St at Lenox St,42.33509899,-71.07903779,11,Longwood Ave at Binney St,42.338629,-71.1065,3801,Subscriber,1992,1
1058,58:42.5,16:20.9,50,Boylston St at Berkeley St,42.35114198,-71.07329249,163,The Lawn on D,42.344792,-71.044024,4518,Subscriber,1993,1
712,10:00.5,21:53.3,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,185,Third at Binney,42.36544486,-71.08277142,2842,Subscriber,1989,2
2119,49:47.9,25:07.8,415,Stuart St at Berkeley St,42.34954403,-71.07242074,428,Western Ave at Richardson St,42.36178741,-71.14393111,5082,Subscriber,1995,1
448,13:34.5,21:03.5,194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,390,Broadway at Lynde St,42.39648358,-71.0654676,3718,Subscriber,1996,1
319,24:15.6,29:35.2,330,30 Dane St,42.38100143,-71.10402523,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,2444,Subscriber,1994,1
914,03:02.4,18:17.0,48,Post Office Square,42.35585436,-71.05459746,189,Kendall T,42.36242784,-71.08495474,2951,Subscriber,1989,2
763,03:59.9,16:43.3,182,Museum of Science,42.36769018,-71.07116282,78,Union Square - Somerville,42.37967148,-71.0954931,2497,Subscriber,1992,2
727,38:07.0,50:14.6,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,327,Main St at Thompson Sq,42.37487847,-71.06383499,5161,Subscriber,1952,1
964,46:28.1,02:32.7,228,One Memorial Drive,42.36161932,-71.08043551,150,State Street at Channel Center,42.344137,-71.052608,4738,Subscriber,1981,1
1419,52:23.8,16:02.9,408,Edgerly Education Center,42.38717463,-71.08714389,78,Union Square - Somerville,42.37967148,-71.0954931,5398,Subscriber,1997,1
1072,53:14.4,11:07.2,200,Washington St at Melnea Cass Blvd,42.332817,-71.081198,138,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,5801,Customer,1969,0
991,13:16.8,29:48.1,428,Western Ave at Richardson St,42.36178741,-71.14393111,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4768,Subscriber,1996,1
918,37:47.1,53:05.6,82,Beacon St at Tappan St,42.3382668,-71.13894682,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,5103,Subscriber,1988,2
586,57:57.1,07:43.7,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,222,Troy Boston,42.343749,-71.062256,5679,Subscriber,1998,1
121,02:19.3,04:20.7,446,700 Commonwealth Ave.,42.34960945,-71.10391524,33,Kenmore Square,42.348706,-71.097009,2659,Subscriber,1995,1
657,58:47.3,09:45.0,342,Boylston St at Jersey St,42.34465063,-71.09732501,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,3711,Subscriber,1997,2
919,15:44.5,31:03.8,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,416,Blossom St at Charles St,42.36435589,-71.06959369,4104,Subscriber,1962,1
1120,09:17.8,27:57.9,408,Edgerly Education Center,42.38717463,-71.08714389,107,Ames St at Main St,42.3625,-71.08822,2653,Customer,1969,0
285,16:08.9,20:54.0,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,150,State Street at Channel Center,42.344137,-71.052608,4199,Subscriber,1992,1
4138,01:20.8,10:19.1,42,Boylston St at Arlington St,42.3525878,-71.06764905,42,Boylston St at Arlington St,42.3525878,-71.06764905,2616,Customer,1969,0
593,15:22.2,25:15.5,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,144,Rogers St & Land Blvd,42.36575798,-71.07699394,4182,Subscriber,1985,1
97,52:34.3,54:11.4,177,University Park,42.36264779,-71.10006094,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,2304,Subscriber,1991,1
459,52:47.3,00:27.3,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,4446,Subscriber,1959,1
503,46:03.6,54:26.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,107,Ames St at Main St,42.3625,-71.08822,2261,Subscriber,1998,2
521,43:24.6,52:06.2,107,Ames St at Main St,42.3625,-71.08822,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,3195,Subscriber,1992,2
875,22:06.5,36:41.5,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4704,Subscriber,1974,1
1050,15:03.5,32:33.6,162,Franklin Park - Seaver St at Humbolt Ave,42.309796,-71.092225,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,5826,Subscriber,1986,2
329,08:38.5,14:08.2,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,4087,Subscriber,1992,1
1802,54:19.8,24:22.8,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,5822,Subscriber,1997,1
299,33:31.3,38:30.8,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,377,Perry Park,42.37927325,-71.10341903,4761,Subscriber,1993,2
723,58:28.5,10:32.4,98,Warren St at Chelsea St,42.371848,-71.060292,98,Warren St at Chelsea St,42.371848,-71.060292,2063,Subscriber,1973,1
544,57:45.9,06:50.1,6,Cambridge St at Joy St,42.36121165,-71.0653062,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,5770,Subscriber,1994,1
1656,50:11.4,17:47.4,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,189,Kendall T,42.36242784,-71.08495474,2431,Subscriber,1955,1
645,52:19.9,03:05.4,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5236,Subscriber,2000,2
259,14:22.0,18:42.0,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,412,Washington St at Peters Park,42.34303291,-71.0668873,5432,Subscriber,1990,1
579,23:26.9,33:06.7,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,345,Park Plaza at Charles St S.,42.35182807,-71.06781138,4878,Subscriber,1976,1
381,21:48.3,28:09.6,107,Ames St at Main St,42.3625,-71.08822,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,4676,Subscriber,1992,2
850,27:35.5,41:45.9,416,Blossom St at Charles St,42.36435589,-71.06959369,61,Boylston St at Fairfield St,42.348762,-71.082383,4415,Subscriber,1992,1
854,33:15.8,47:30.4,35,Arch St at Franklin St,42.35533502,-71.05822917,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,4871,Subscriber,1984,2
1112,13:42.8,32:14.9,189,Kendall T,42.36242784,-71.08495474,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,5637,Subscriber,1986,2
1030,39:45.5,56:56.0,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,5477,Subscriber,1986,2
1139,06:08.0,25:07.1,52,Newbury St at Hereford St,42.348717,-71.085954,280,Main St at Baldwin St,42.380857,-71.070629,5702,Subscriber,1989,1
1165,06:11.7,25:36.9,446,700 Commonwealth Ave.,42.34960945,-71.10391524,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,6082,Subscriber,1996,2
315,29:07.7,34:23.1,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5122,Subscriber,1992,1
878,26:30.5,41:09.3,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,4408,Subscriber,1994,1
763,56:01.8,08:45.6,179,MIT Vassar St,42.35560121,-71.10394478,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,2642,Subscriber,1989,2
1114,39:58.2,58:32.4,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2663,Subscriber,1997,1
276,42:41.6,47:18.0,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,227,Silber Way,42.349496,-71.10057592,2209,Subscriber,1989,2
2706,50:21.4,35:28.3,182,Museum of Science,42.36769018,-71.07116282,182,Museum of Science,42.36769018,-71.07116282,5890,Customer,1969,0
391,59:02.1,05:34.0,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5063,Subscriber,1988,1
1175,07:31.0,27:06.8,6,Cambridge St at Joy St,42.36121165,-71.0653062,378,191 Beacon St,42.38032335,-71.10878613,5331,Subscriber,1993,1
120,54:39.1,56:39.3,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,4502,Subscriber,1994,2
661,31:55.4,42:56.5,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,179,MIT Vassar St,42.35560121,-71.10394478,1673,Subscriber,1988,2
582,33:50.1,43:33.0,352,Ring Rd,42.34827839,-71.08044855,420,Charles St at Pinckney St,42.3587253,-71.07079532,2956,Subscriber,1991,1
252,36:55.1,41:07.8,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,150,State Street at Channel Center,42.344137,-71.052608,5466,Subscriber,1988,1
747,47:08.6,59:36.1,380,Mass Ave at Albany St,42.36135838,-71.09670274,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,4682,Subscriber,1981,1
677,53:51.8,05:09.0,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4135,Subscriber,2000,1
428,21:47.1,28:55.9,94,Main St at Austin St,42.375603,-71.064608,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,5439,Subscriber,1990,2
1285,46:29.2,07:55.0,177,University Park,42.36264779,-71.10006094,71,Conway Park - Somerville Avenue,42.383405,-71.107593,5237,Subscriber,1973,1
307,24:27.8,29:35.3,71,Conway Park - Somerville Avenue,42.383405,-71.107593,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,2079,Subscriber,1993,2
1933,40:22.8,12:36.7,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,6,Cambridge St at Joy St,42.36121165,-71.0653062,4943,Customer,1969,0
1700,10:08.2,38:28.4,409,Elm St at White St,42.38952436,-71.1169414,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,4966,Subscriber,1992,2
547,23:27.3,32:35.2,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5818,Customer,1990,1
327,52:44.6,58:11.7,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,3972,Subscriber,1987,1
1011,20:41.2,37:32.4,377,Perry Park,42.37927325,-71.10341903,189,Kendall T,42.36242784,-71.08495474,5932,Customer,1969,0
454,18:38.8,26:12.8,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,6151,Subscriber,2000,1
914,39:48.8,55:03.8,409,Elm St at White St,42.38952436,-71.1169414,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,5920,Subscriber,1990,2
368,41:57.8,48:06.3,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,64,Congress St at Sleeper St,42.3510045,-71.04930013,4256,Subscriber,1994,1
728,03:24.6,15:32.7,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,380,Mass Ave at Albany St,42.36135838,-71.09670274,5139,Subscriber,1989,1
557,15:23.9,24:41.3,52,Newbury St at Hereford St,42.348717,-71.085954,420,Charles St at Pinckney St,42.3587253,-71.07079532,4532,Customer,1969,0
