tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
359,26:08.6,32:08.1,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,380,Mass Ave at Albany St,42.36135838,-71.09670274,3732,Subscriber,1991,1
335,47:45.5,53:21.5,151,Surface Rd at India St,42.358155,-71.052163,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5590,Subscriber,1995,2
246,22:25.0,26:31.6,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,5586,Subscriber,1987,1
715,22:36.2,34:32.1,138,Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,26,Washington St at Waltham St,42.34155985,-71.06886953,2793,Subscriber,1996,1
656,23:22.9,34:19.3,19,Park Dr at Buswell St,42.347241,-71.105301,404,Mass Ave T Station,42.34135616,-71.08336953,3273,Subscriber,1985,1
2269,34:22.4,12:11.5,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2241,Subscriber,1978,1
1295,34:07.6,55:43.4,11,Longwood Ave at Binney St,42.338629,-71.1065,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,5357,Subscriber,1996,2
998,26:00.1,42:38.1,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3550,Customer,1969,0
1258,08:55.8,29:54.3,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,4528,Customer,1969,0
1109,26:25.1,44:54.4,384,Clarendon St at Newbury St,42.35155308,-71.07569031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,5029,Subscriber,1995,1
374,06:02.6,12:16.9,47,Cross St at Hanover St,42.362811,-71.056067,47,Cross St at Hanover St,42.362811,-71.056067,5989,Customer,1962,1
424,10:07.9,17:12.0,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,4420,Subscriber,1994,1
297,32:27.8,37:25.4,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,183,Alewife MBTA at Steel Place,42.39558846,-71.14260614,5397,Subscriber,1979,1
2022,59:02.5,32:45.5,327,Main St at Thompson Sq,42.37487847,-71.06383499,179,MIT Vassar St,42.35560121,-71.10394478,3719,Customer,1969,0
728,23:04.5,35:13.4,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,1222,Subscriber,1998,2
534,55:13.4,04:07.5,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,222,Troy Boston,42.343749,-71.062256,5712,Subscriber,1964,1
840,31:46.5,45:46.6,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,2272,Subscriber,1993,1
189,44:06.0,47:15.5,185,Third at Binney,42.36544486,-71.08277142,107,Ames St at Main St,42.3625,-71.08822,2364,Subscriber,1990,1
1084,36:54.4,54:59.2,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,115,Porter Square Station,42.387995,-71.119084,5831,Customer,1990,1
976,33:02.0,49:18.0,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,11,Longwood Ave at Binney St,42.338629,-71.1065,2197,Subscriber,1993,2
488,15:36.4,23:45.0,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,6001,Subscriber,1999,1
103,20:24.2,22:07.9,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,2337,Subscriber,1960,1
1607,00:45.4,27:32.9,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.34776345,-71.04535997,61,Boylston St at Fairfield St,42.348762,-71.082383,3392,Customer,1999,1
596,40:35.6,50:32.5,47,Cross St at Hanover St,42.362811,-71.056067,415,Stuart St at Berkeley St,42.34954403,-71.07242074,5032,Subscriber,1983,2
1184,22:55.0,42:39.1,141,Kendall Street,42.36356016,-71.08216792,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,6154,Subscriber,1993,1
691,58:08.6,09:39.7,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,189,Kendall T,42.36242784,-71.08495474,4963,Subscriber,2000,1
460,25:58.2,33:38.6,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,42,Boylston St at Arlington St,42.3525878,-71.06764905,2869,Subscriber,1961,1
599,55:03.8,05:03.0,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,35,Arch St at Franklin St,42.35533502,-71.05822917,2793,Subscriber,1989,1
285,09:06.7,13:52.7,415,Stuart St at Berkeley St,42.34954403,-71.07242074,59,Chinatown Gate Plaza,42.351356,-71.059367,2217,Subscriber,1985,1
914,44:27.9,59:42.0,389,Everett Square (Broadway at Chelsea St),42.40725945,-71.05546381,236,Assembly Square T,42.39223284,-71.07746601,5085,Customer,1993,1
874,13:21.2,27:55.3,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,119,South Boston Library - 646 E Broadway,42.335741,-71.03877,5857,Customer,1969,0
713,27:06.0,38:59.6,227,Silber Way,42.349496,-71.10057592,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4747,Subscriber,1983,1
613,36:27.5,46:41.0,117,Binney St / Sixth St,42.36608797,-71.08633604,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,3430,Subscriber,1971,1
362,41:52.8,47:55.4,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,189,Kendall T,42.36242784,-71.08495474,5117,Subscriber,1965,2
1229,56:39.6,17:08.8,193,Brookline Town Hall,42.33376473,-71.12046447,384,Clarendon St at Newbury St,42.35155308,-71.07569031,2123,Subscriber,1989,1
487,57:17.5,05:25.3,228,One Memorial Drive,42.36161932,-71.08043551,171,Bunker Hill Community College,42.37408991,-71.06905997,5896,Subscriber,1986,1
1607,41:07.0,07:54.6,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4377,Subscriber,1983,1
478,12:06.5,20:04.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,3914,Subscriber,1994,1
199,56:12.1,59:31.4,49,Stuart St at Charles St,42.351146,-71.066289,4,Tremont St at E Berkeley St,42.345392,-71.069616,6139,Subscriber,2001,1
285,18:27.7,23:12.9,50,Boylston St at Berkeley St,42.35114198,-71.07329249,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,6106,Subscriber,1950,1
450,43:13.3,50:43.9,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,3309,Subscriber,1987,1
132,57:48.2,00:01.1,33,Kenmore Square,42.348706,-71.097009,227,Silber Way,42.349496,-71.10057592,4517,Subscriber,1998,1
391,29:09.9,35:41.8,364,Tremont St at Northampton St,42.3388956,-71.08149976,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,5680,Subscriber,1996,1
489,16:47.9,24:57.0,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,227,Silber Way,42.349496,-71.10057592,4654,Subscriber,2000,1
202,05:05.6,08:27.8,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,2015,Subscriber,1996,1
688,34:06.7,45:35.1,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,4854,Subscriber,1972,2
2116,50:42.0,25:58.1,81,Chinatown T Stop,42.352409,-71.062679,86,Brookline Village - Station Street at MBTA,42.33299892,-71.11634426,5721,Subscriber,1981,2
1481,50:58.2,15:39.6,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,5419,Customer,1999,1
2382,38:04.0,17:46.5,23,Boston City Hall - 28 State St,42.35892,-71.057629,161,W Broadway at D St,42.3391085,-71.0514432,4509,Customer,1985,1
218,31:08.7,34:46.9,380,Mass Ave at Albany St,42.36135838,-71.09670274,189,Kendall T,42.36242784,-71.08495474,5074,Subscriber,1990,1
420,36:54.2,43:54.8,35,Arch St at Franklin St,42.35533502,-71.05822917,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,2931,Subscriber,1997,1
335,30:25.3,36:00.8,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,4827,Subscriber,1994,2
695,22:24.7,34:00.4,35,Arch St at Franklin St,42.35533502,-71.05822917,39,Washington St at Rutland St,42.3385146,-71.07404083,2793,Subscriber,1967,1
361,43:28.5,49:29.6,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3284,Subscriber,1998,1
1162,46:10.2,05:32.5,39,Washington St at Rutland St,42.3385146,-71.07404083,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,2579,Subscriber,1989,2
153,01:35.9,04:09.7,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1327,Subscriber,1999,1
906,28:55.1,44:01.3,330,30 Dane St,42.38100143,-71.10402523,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,5859,Subscriber,1993,1
251,04:23.6,08:35.4,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,4782,Subscriber,1995,1
282,32:28.5,37:10.6,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,143,EF - North Point Park,42.369885,-71.069957,3404,Subscriber,1985,1
1805,43:45.3,13:50.6,177,University Park,42.36264779,-71.10006094,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,5665,Subscriber,1982,2
1146,44:10.8,03:17.3,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,2898,Subscriber,1966,1
1254,27:00.3,47:54.7,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,3583,Subscriber,1982,1
909,48:08.9,03:18.6,368,Blue Hill Ave at Southwood St,42.31786021,-71.07798629,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,4006,Subscriber,1995,1
441,05:00.8,12:22.2,52,Newbury St at Hereford St,42.348717,-71.085954,380,Mass Ave at Albany St,42.36135838,-71.09670274,5915,Subscriber,1993,2
1209,45:47.1,05:56.8,112,Clarendon Hill at Broadway,42.406302,-71.132446,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,3221,Customer,1983,1
415,02:32.1,09:28.0,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,2346,Subscriber,1969,1
1319,27:20.6,49:20.6,396,Main St at Beacon St,42.40933007,-71.06381878,356,Charlestown Navy Yard,42.37412455,-71.054812,4886,Subscriber,1987,1
1638,31:52.5,59:11.4,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,227,Silber Way,42.349496,-71.10057592,2649,Subscriber,1990,1
330,09:39.2,15:09.8,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3631,Subscriber,1999,1
516,04:58.6,13:35.3,186,Congress St at Northern Ave,42.3481,-71.03764,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,5308,Subscriber,1986,1
589,13:33.2,23:22.4,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,2090,Subscriber,1969,1
1125,48:28.6,07:14.4,329,Washington St at Myrtle St,42.380998,-71.08721308,185,Third at Binney,42.36544486,-71.08277142,4520,Subscriber,1993,1
377,45:19.8,51:37.0,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,39,Washington St at Rutland St,42.3385146,-71.07404083,2836,Subscriber,1997,2
598,08:20.2,18:19.0,115,Porter Square Station,42.387995,-71.119084,137,Magoun Square at Trum Field,42.398365,-71.107818,3580,Subscriber,1986,1
236,38:58.7,42:55.4,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2378,Subscriber,1995,2
1919,41:24.3,13:23.9,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,188,Foss Park,42.39108438,-71.09039426,5577,Subscriber,1993,1
385,32:22.4,38:48.2,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,2174,Subscriber,1997,1
1339,09:15.9,31:35.8,179,MIT Vassar St,42.35560121,-71.10394478,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,2833,Subscriber,1990,2
771,24:30.0,37:21.4,109,West End Park,42.36590788,-71.06446669,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,2473,Subscriber,1985,1
328,33:34.9,39:03.2,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,3686,Subscriber,1991,1
440,05:29.5,12:50.1,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,5711,Subscriber,1990,1
328,11:22.8,16:51.6,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,4446,Subscriber,1997,1
371,30:44.5,36:55.8,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,107,Ames St at Main St,42.3625,-71.08822,2766,Subscriber,1994,1
537,48:18.6,57:16.2,23,Boston City Hall - 28 State St,42.35892,-71.057629,185,Third at Binney,42.36544486,-71.08277142,6003,Subscriber,1976,1
620,23:52.0,34:12.3,372,Boylston St at Exeter St,42.34958942,-71.07946779,380,Mass Ave at Albany St,42.36135838,-71.09670274,5527,Subscriber,1977,2
367,56:13.9,02:21.0,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,2461,Subscriber,1997,2
311,49:19.3,54:31.2,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3404,Subscriber,1996,1
1329,26:28.1,48:38.1,42,Boylston St at Arlington St,42.3525878,-71.06764905,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,3454,Subscriber,2002,1
879,20:16.9,34:56.5,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3914,Subscriber,1992,1
259,48:17.8,52:37.1,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,3045,Subscriber,1989,1
1119,44:45.2,03:24.7,189,Kendall T,42.36242784,-71.08495474,58,Mugar Way at Beacon St,42.35553628,-71.0728687,5569,Customer,1969,0
323,02:48.0,08:11.9,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,5477,Subscriber,1996,1
1099,59:37.7,17:57.2,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,2842,Subscriber,1988,1
1342,22:09.1,44:31.1,6,Cambridge St at Joy St,42.36121165,-71.0653062,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,5722,Subscriber,1978,1
161,15:20.4,18:02.1,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,2663,Subscriber,1998,1
273,03:54.3,08:27.6,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,33,Kenmore Square,42.348706,-71.097009,2346,Subscriber,1998,1
420,41:31.2,48:31.4,369,Boston Public Market,42.36254854,-71.05737358,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,4936,Subscriber,1990,1
1301,36:01.6,57:42.8,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,4,Tremont St at E Berkeley St,42.345392,-71.069616,5763,Customer,1969,0
2505,50:40.8,32:26.1,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,55,Boylston St at Massachusetts Ave,42.347265,-71.088088,5149,Subscriber,2000,1
431,06:09.1,13:20.9,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,136,ID Building West,42.344796,-71.031614,5308,Subscriber,1971,1
201,54:41.5,58:02.5,189,Kendall T,42.36242784,-71.08495474,144,Rogers St & Land Blvd,42.36575798,-71.07699394,6065,Subscriber,1989,1
1592,59:14.9,25:47.5,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,117,Binney St / Sixth St,42.36608797,-71.08633604,4672,Customer,2001,1
395,42:22.7,48:58.3,177,University Park,42.36264779,-71.10006094,185,Third at Binney,42.36544486,-71.08277142,2218,Subscriber,1991,2
309,15:50.6,20:59.9,189,Kendall T,42.36242784,-71.08495474,177,University Park,42.36264779,-71.10006094,4710,Subscriber,1995,1
768,15:03.4,27:52.1,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,352,Ring Rd,42.34827839,-71.08044855,2910,Customer,1993,2
693,57:47.6,09:20.7,5,Northeastern University - North Parking Lot,42.341814,-71.090179,342,Boylston St at Jersey St,42.34465063,-71.09732501,6116,Subscriber,1970,2
513,22:33.7,31:07.0,273,Forest Hills,42.300923,-71.114249,357,Centre St at Seaverns Ave,42.3121203,-71.1142981,2867,Customer,1969,0
2065,04:17.3,38:43.0,440,Boston Landing,42.35656092,-71.14167538,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,2032,Subscriber,1966,2
757,53:48.8,06:26.6,49,Stuart St at Charles St,42.351146,-71.066289,5,Northeastern University - North Parking Lot,42.341814,-71.090179,5550,Subscriber,1992,2
286,46:57.2,51:43.2,33,Kenmore Square,42.348706,-71.097009,342,Boylston St at Jersey St,42.34465063,-71.09732501,5550,Subscriber,1997,2
894,21:06.2,36:00.3,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,384,Clarendon St at Newbury St,42.35155308,-71.07569031,5315,Subscriber,1986,1
839,56:01.5,10:00.8,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,107,Ames St at Main St,42.3625,-71.08822,5899,Subscriber,1976,1
609,42:07.8,52:17.7,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,3631,Subscriber,1996,1
819,29:30.9,43:10.5,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,330,30 Dane St,42.38100143,-71.10402523,6019,Subscriber,1994,1
1440,43:22.0,07:22.2,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,3907,Customer,1996,1
427,01:15.2,08:22.3,181,Huron Ave At Vassal Lane,42.38165061,-71.13426981,115,Porter Square Station,42.387995,-71.119084,4154,Subscriber,1962,1
802,12:37.9,26:00.7,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,2753,Customer,1996,2
1478,42:47.2,07:25.4,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,327,Main St at Thompson Sq,42.37487847,-71.06383499,2623,Subscriber,1964,1
652,22:27.6,33:19.8,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,42,Boylston St at Arlington St,42.3525878,-71.06764905,3398,Subscriber,1959,1
306,15:21.3,20:27.4,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,3601,Subscriber,1986,1
1119,09:16.0,27:55.0,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341,359,One Brigham Circle,42.3339227,-71.10446509,5799,Subscriber,1952,1
532,13:03.3,21:56.1,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,376,Honan Library,42.3602737,-71.12852452,4195,Subscriber,1992,1
3553,30:32.6,29:45.7,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3337,Customer,1987,1
187,06:32.2,09:40.0,21,Prudential Center - Belvedere St,42.34652004,-71.08065777,404,Mass Ave T Station,42.34135616,-71.08336953,3791,Subscriber,1996,1
2685,26:17.2,11:02.5,66,Allston Green District - Griggs St at Commonwealth Ave,42.34922469,-71.13275303,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,4374,Customer,1969,2
1126,32:43.0,51:29.4,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,5812,Subscriber,1970,1
1081,18:26.0,36:27.7,417,Columbus Ave at W. Canton St,42.34474225,-71.07648162,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,4223,Subscriber,1989,2
617,11:06.5,21:24.3,39,Washington St at Rutland St,42.3385146,-71.07404083,61,Boylston St at Fairfield St,42.348762,-71.082383,5124,Subscriber,1964,1
6432,44:09.7,31:22.2,401,High St at Cypress St,42.32538436,-71.12177596,356,Charlestown Navy Yard,42.37412455,-71.054812,6053,Customer,1995,2
571,21:19.4,30:51.4,282,Stony Brook T Stop,42.316966,-71.104374,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4426,Subscriber,1998,1
892,06:57.7,21:50.3,372,Boylston St at Exeter St,42.34958942,-71.07946779,48,Post Office Square,42.35585436,-71.05459746,6005,Subscriber,1989,2
267,31:49.9,36:17.8,49,Stuart St at Charles St,42.351146,-71.066289,384,Clarendon St at Newbury St,42.35155308,-71.07569031,4870,Subscriber,1972,2
6197,14:54.3,58:11.8,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,5768,Customer,1998,1
299,02:36.8,07:36.2,134,Boylston St at Dartmouth St,42.350413,-71.07655,52,Newbury St at Hereford St,42.348717,-71.085954,5668,Subscriber,1985,1
1046,19:22.1,36:48.9,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.34776345,-71.04535997,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,4379,Customer,1969,0
964,10:39.5,26:43.7,149,175 N Harvard St,42.363796,-71.129164,19,Park Dr at Buswell St,42.347241,-71.105301,3239,Subscriber,1994,1
658,41:37.0,52:35.7,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,446,700 Commonwealth Ave.,42.34960945,-71.10391524,3073,Subscriber,1993,2
302,37:11.9,42:13.9,137,Magoun Square at Trum Field,42.398365,-71.107818,328,Grove St at Community Path,42.39638681,-71.12011306,4539,Subscriber,1995,1
991,11:29.3,28:01.2,42,Boylston St at Arlington St,42.3525878,-71.06764905,81,Chinatown T Stop,42.352409,-71.062679,2900,Customer,1969,0
1291,56:56.2,18:27.3,19,Park Dr at Buswell St,42.347241,-71.105301,19,Park Dr at Buswell St,42.347241,-71.105301,4656,Subscriber,1999,1
130,37:38.5,39:49.4,372,Boylston St at Exeter St,42.34958942,-71.07946779,50,Boylston St at Berkeley St,42.35114198,-71.07329249,2513,Subscriber,1991,1
475,25:11.7,33:07.7,179,MIT Vassar St,42.35560121,-71.10394478,189,Kendall T,42.36242784,-71.08495474,2349,Subscriber,1987,1
306,51:41.9,56:47.9,107,Ames St at Main St,42.3625,-71.08822,177,University Park,42.36264779,-71.10006094,5219,Subscriber,1987,1
204,16:57.3,20:21.7,211,Piers Park,42.36489293,-71.03497177,212,Maverick Square - Lewis Mall,42.36884408,-71.03977829,4365,Subscriber,1991,1
1334,35:17.8,57:31.8,61,Boylston St at Fairfield St,42.348762,-71.082383,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,3392,Subscriber,1995,2
727,30:17.4,42:25.4,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,71,Conway Park - Somerville Avenue,42.383405,-71.107593,5253,Customer,1996,2
399,34:43.5,41:22.7,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,149,175 N Harvard St,42.363796,-71.129164,2992,Customer,1969,0
689,49:32.3,01:02.0,327,Main St at Thompson Sq,42.37487847,-71.06383499,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,5852,Subscriber,1990,2
1466,19:56.5,44:22.5,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,5881,Customer,1969,0
1074,28:39.0,46:33.4,37,New Balance - 20 Guest St,42.35732922,-71.1467354,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,3428,Subscriber,1995,2
288,34:43.6,39:31.8,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,2994,Subscriber,1977,1
1626,39:56.0,07:02.4,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,367,Vassal Lane at Tobin/VLUS,42.38393225,-71.13961272,3992,Subscriber,1982,2
1623,41:30.4,08:33.5,202,Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,35,Arch St at Franklin St,42.35533502,-71.05822917,2194,Customer,1969,0
255,48:48.7,53:04.4,111,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,100,Davis Square,42.396969,-71.123024,4137,Subscriber,1979,1
1966,57:28.3,30:15.3,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4783,Customer,2001,1
796,43:30.0,56:46.7,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,2793,Subscriber,1989,2
854,41:17.7,55:31.9,408,Edgerly Education Center,42.38717463,-71.08714389,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,3255,Subscriber,1990,1
190,30:20.4,33:30.6,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,2934,Subscriber,1980,1
1223,31:09.9,51:33.6,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,416,Blossom St at Charles St,42.36435589,-71.06959369,5578,Subscriber,1982,1
